Datum,Tag,Zeit,Leistung_Total,Leistung_NCS,Leistung_HPC,Leistung_MCS,Ladestrategie,Netzanschluss,Ladequote
2024-01-08T15:40:00,1,940,2469.223470654598,0.0,1684.8092318083297,784.4142388462681,Konstant,5900.0,0.9784172661870504
2024-01-08T15:45:00,1,945,2460.3666946814,0.0,1684.8092318083297,775.5574628730703,Konstant,5900.0,0.9784172661870504
2024-01-08T15:50:00,1,950,2460.3666946814,0.0,1684.8092318083297,775.5574628730703,Konstant,5900.0,0.9784172661870504
2024-01-08T15:55:00,1,955,3274.675136129781,0.0,1684.8092318083297,1589.865904321451,Konstant,5900.0,0.9784172661870504
2024-01-08T16:00:00,1,960,3680.392091656625,0.0,1684.8092318083297,1995.582859848295,Konstant,5900.0,0.9784172661870504
2024-01-08T16:05:00,1,965,3117.2594882200565,0.0,1121.6766283717618,1995.5828598482947,Konstant,5900.0,0.9784172661870504
2024-01-08T16:10:00,1,970,2932.9461713738656,0.0,555.4478697344568,2377.4983016394085,Konstant,5900.0,0.9784172661870504
2024-01-08T16:15:00,1,975,3032.9461713738656,100.0,555.4478697344568,2377.4983016394085,Konstant,5900.0,0.9784172661870504
2024-01-08T16:20:00,1,980,3032.9461713738656,100.0,555.4478697344568,2377.4983016394085,Konstant,5900.0,0.9784172661870504
2024-01-08T16:25:00,1,985,2574.64993472851,200.0,0.0,2374.64993472851,Konstant,5900.0,0.9784172661870504
2024-01-08T16:30:00,1,990,2523.44676231653,300.0,267.3715793665989,1956.0751829499309,Konstant,5900.0,0.9784172661870504
2024-01-08T16:35:00,1,995,3204.3514049316645,400.0,492.14674390367327,2312.2046610279913,Konstant,5900.0,0.9784172661870504
2024-01-08T16:40:00,1,1000,3002.1796432681545,400.0,739.8750501970113,1862.3045930711435,Konstant,5900.0,0.9784172661870504
2024-01-08T16:45:00,1,1005,3237.8568612396675,600.0,739.8750501970113,1897.9818110426563,Konstant,5900.0,0.9784172661870504
2024-01-08T16:50:00,1,1010,4207.170864390544,600.0,739.8750501970113,2867.295814193533,Konstant,5900.0,0.9784172661870504
2024-01-08T16:55:00,1,1015,4658.2669499149015,600.0,1016.7475296190391,3041.519420295863,Konstant,5900.0,0.9784172661870504
2024-01-08T17:00:00,1,1020,4758.2669499149015,700.0,1016.7475296190391,3041.519420295863,Konstant,5900.0,0.9784172661870504
2024-01-08T17:05:00,1,1025,5691.388734128175,900.0,1331.4205271651585,3459.9682069630167,Konstant,5900.0,0.9784172661870504
2024-01-08T17:10:00,1,1030,5432.5994674731355,1000.0,1331.4205271651585,3101.1789403079756,Konstant,5900.0,0.9784172661870504
2024-01-08T17:15:00,1,1035,5071.396492253491,1000.0,1064.0489477985595,3007.34754445493,Konstant,5900.0,0.9784172661870504
2024-01-08T17:20:00,1,1040,5070.154569091494,1000.0,1153.685888667445,2916.4686804240487,Konstant,5900.0,0.9784172661870504
2024-01-08T17:25:00,1,1045,4412.495330628772,1100.0,905.9575823741068,2406.537748254665,Konstant,5900.0,0.9784172661870504
2024-01-08T17:30:00,1,1050,4799.386635514211,1200.0,905.9575823741068,2693.4290531401034,Konstant,5900.0,0.9784172661870504
2024-01-08T17:35:00,1,1055,4074.081509365679,1200.0,905.9575823741068,1968.1239269915718,Konstant,5900.0,0.9784172661870504
2024-01-08T17:40:00,1,1060,3841.9751720577024,1200.0,972.2617808234966,1669.7133912342058,Konstant,5900.0,0.9784172661870504
2024-01-08T17:45:00,1,1065,3841.9751720577024,1200.0,972.2617808234966,1669.7133912342058,Konstant,5900.0,0.9784172661870504
2024-01-08T17:50:00,1,1070,3108.853387844429,1200.0,657.5887832773772,1251.264604567052,Konstant,5900.0,0.9784172661870504
2024-01-08T17:55:00,1,1075,3208.853387844429,1300.0,657.5887832773772,1251.264604567052,Konstant,5900.0,0.9784172661870504
